"type of registration";"type of fuel";"month";"Private cars";"Buses";"Vans and motorhomes";"Lorries"
"Second-hand imported vehicles";"Electric/zero-emission";"2002M11";10;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2002M12";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M01";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M02";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M03";3;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M04";8;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M05";7;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M06";9;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M07";16;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M08";20;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M09";28;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M10";12;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M11";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2003M12";8;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M01";0;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M02";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M03";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M04";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M05";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M06";9;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M07";1;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M08";9;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M09";7;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M10";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M11";7;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2004M12";8;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M01";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M02";0;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M03";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M04";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M05";10;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M06";18;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M07";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M08";23;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M09";15;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M10";6;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M11";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2005M12";8;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M01";17;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M02";15;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M03";33;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M04";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M05";15;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M06";22;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M07";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M08";17;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M09";12;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M10";18;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M11";26;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2006M12";7;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M01";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M02";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M03";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M04";7;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M05";17;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M06";15;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M07";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M08";10;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M09";3;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M10";0;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M11";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2007M12";5;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M01";3;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M02";8;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M03";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M04";4;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M05";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M06";14;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M07";12;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M08";9;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M09";7;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M10";19;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M11";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2008M12";4;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M01";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M02";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M03";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M04";5;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M05";4;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M06";5;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M07";3;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M08";7;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M09";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M10";14;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M11";4;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2009M12";4;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M01";10;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M02";8;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M03";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M04";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M05";2;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M06";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M07";3;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M08";3;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M09";3;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M10";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M11";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2010M12";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M01";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M02";1;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M03";0;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M04";0;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M05";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M06";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M07";2;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M08";4;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M09";5;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M10";5;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M11";5;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2011M12";3;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M01";2;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M02";6;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M03";13;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M04";13;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M05";11;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M06";15;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M07";16;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M08";22;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M09";33;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M10";49;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M11";58;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2012M12";71;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M01";95;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M02";83;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M03";89;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M04";106;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M05";138;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M06";156;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M07";148;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M08";243;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M09";288;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M10";310;0;6;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M11";249;0;5;0
"Second-hand imported vehicles";"Electric/zero-emission";"2013M12";181;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M01";203;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M02";212;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M03";197;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M04";229;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M05";208;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M06";197;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M07";231;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M08";292;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M09";348;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M10";413;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M11";295;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2014M12";237;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M01";266;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M02";277;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M03";320;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M04";282;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M05";260;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M06";286;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M07";368;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M08";572;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M09";570;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M10";745;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M11";661;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2015M12";513;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M01";404;0;6;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M02";371;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M03";465;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M04";433;0;6;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M05";466;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M06";439;0;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M07";342;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M08";493;0;16;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M09";517;0;25;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M10";486;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M11";498;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2016M12";361;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M01";494;0;12;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M02";503;0;11;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M03";573;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M04";403;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M05";504;0;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M06";579;0;11;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M07";522;0;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M08";1024;0;20;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M09";1053;0;18;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M10";1003;0;41;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M11";1128;0;27;0
"Second-hand imported vehicles";"Electric/zero-emission";"2017M12";769;0;14;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M01";890;0;29;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M02";873;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M03";830;0;11;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M04";974;0;19;1
"Second-hand imported vehicles";"Electric/zero-emission";"2018M05";1027;0;12;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M06";1073;0;14;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M07";808;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M08";1398;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M09";1252;0;14;1
"Second-hand imported vehicles";"Electric/zero-emission";"2018M10";1094;0;17;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M11";1105;0;11;0
"Second-hand imported vehicles";"Electric/zero-emission";"2018M12";571;0;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M01";807;0;16;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M02";586;0;8;2
"Second-hand imported vehicles";"Electric/zero-emission";"2019M03";638;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M04";540;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M05";639;1;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M06";556;0;15;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M07";513;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M08";649;1;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M09";581;1;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M10";597;0;6;0
"Second-hand imported vehicles";"Electric/zero-emission";"2019M11";437;0;11;3
"Second-hand imported vehicles";"Electric/zero-emission";"2019M12";277;0;4;2
"Second-hand imported vehicles";"Electric/zero-emission";"2020M01";344;1;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M02";338;0;3;1
"Second-hand imported vehicles";"Electric/zero-emission";"2020M03";270;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M04";230;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M05";267;6;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M06";394;2;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M07";536;0;4;1
"Second-hand imported vehicles";"Electric/zero-emission";"2020M08";745;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M09";752;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M10";671;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M11";507;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2020M12";404;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M01";472;1;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M02";632;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M03";752;2;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M04";738;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M05";742;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M06";956;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M07";992;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M08";1073;0;6;1
"Second-hand imported vehicles";"Electric/zero-emission";"2021M09";1083;0;15;1
"Second-hand imported vehicles";"Electric/zero-emission";"2021M10";1091;0;11;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M11";1119;0;13;0
"Second-hand imported vehicles";"Electric/zero-emission";"2021M12";828;0;9;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M01";784;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M02";795;1;15;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M03";1337;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M04";1101;0;13;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M05";1183;0;13;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M06";1208;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M07";793;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M08";903;0;12;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M09";888;2;15;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M10";948;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M11";988;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2022M12";3572;0;20;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M01";112;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M02";115;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M03";131;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M04";125;0;1;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M05";110;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M06";147;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M07";144;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M08";193;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M09";208;3;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M10";181;0;4;2
"Second-hand imported vehicles";"Electric/zero-emission";"2023M11";163;0;0;0
"Second-hand imported vehicles";"Electric/zero-emission";"2023M12";120;0;3;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M01";148;0;2;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M02";218;0;4;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M03";284;0;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M04";301;0;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M05";288;2;7;1
"Second-hand imported vehicles";"Electric/zero-emission";"2024M06";393;0;7;1
"Second-hand imported vehicles";"Electric/zero-emission";"2024M07";410;0;10;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M08";453;0;9;1
"Second-hand imported vehicles";"Electric/zero-emission";"2024M09";346;1;7;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M10";364;1;8;0
"Second-hand imported vehicles";"Electric/zero-emission";"2024M11";297;0;11;1
"Second-hand imported vehicles";"Fossil";"1995M01";345;0;22;7
"Second-hand imported vehicles";"Fossil";"1995M02";358;1;19;7
"Second-hand imported vehicles";"Fossil";"1995M03";423;2;23;11
"Second-hand imported vehicles";"Fossil";"1995M04";374;1;15;5
"Second-hand imported vehicles";"Fossil";"1995M05";495;2;30;14
"Second-hand imported vehicles";"Fossil";"1995M06";473;6;34;10
"Second-hand imported vehicles";"Fossil";"1995M07";514;2;35;19
"Second-hand imported vehicles";"Fossil";"1995M08";428;1;27;18
"Second-hand imported vehicles";"Fossil";"1995M09";425;3;25;16
"Second-hand imported vehicles";"Fossil";"1995M10";414;2;33;15
"Second-hand imported vehicles";"Fossil";"1995M11";464;0;29;19
"Second-hand imported vehicles";"Fossil";"1995M12";278;0;46;10
"Second-hand imported vehicles";"Fossil";"1996M01";521;2;38;12
"Second-hand imported vehicles";"Fossil";"1996M02";644;1;27;20
"Second-hand imported vehicles";"Fossil";"1996M03";895;3;27;10
"Second-hand imported vehicles";"Fossil";"1996M04";967;2;21;13
"Second-hand imported vehicles";"Fossil";"1996M05";1269;1;18;20
"Second-hand imported vehicles";"Fossil";"1996M06";1193;0;22;14
"Second-hand imported vehicles";"Fossil";"1996M07";1730;3;22;23
"Second-hand imported vehicles";"Fossil";"1996M08";1444;3;18;16
"Second-hand imported vehicles";"Fossil";"1996M09";1426;1;17;23
"Second-hand imported vehicles";"Fossil";"1996M10";1587;2;28;25
"Second-hand imported vehicles";"Fossil";"1996M11";1412;3;16;19
"Second-hand imported vehicles";"Fossil";"1996M12";1118;0;32;16
"Second-hand imported vehicles";"Fossil";"1997M01";1376;0;30;23
"Second-hand imported vehicles";"Fossil";"1997M02";1287;1;20;17
"Second-hand imported vehicles";"Fossil";"1997M03";1422;1;29;18
"Second-hand imported vehicles";"Fossil";"1997M04";1763;5;20;27
"Second-hand imported vehicles";"Fossil";"1997M05";1677;8;28;38
"Second-hand imported vehicles";"Fossil";"1997M06";1466;3;29;32
"Second-hand imported vehicles";"Fossil";"1997M07";1890;1;29;28
"Second-hand imported vehicles";"Fossil";"1997M08";1409;1;36;25
"Second-hand imported vehicles";"Fossil";"1997M09";1457;2;30;30
"Second-hand imported vehicles";"Fossil";"1997M10";1498;2;21;28
"Second-hand imported vehicles";"Fossil";"1997M11";1205;1;36;30
"Second-hand imported vehicles";"Fossil";"1997M12";1010;3;35;23
"Second-hand imported vehicles";"Fossil";"1998M01";1130;4;25;34
"Second-hand imported vehicles";"Fossil";"1998M02";1066;1;41;34
"Second-hand imported vehicles";"Fossil";"1998M03";1332;4;29;19
"Second-hand imported vehicles";"Fossil";"1998M04";1427;0;30;33
"Second-hand imported vehicles";"Fossil";"1998M05";1490;1;25;26
"Second-hand imported vehicles";"Fossil";"1998M06";1279;0;28;22
"Second-hand imported vehicles";"Fossil";"1998M07";1963;0;38;32
"Second-hand imported vehicles";"Fossil";"1998M08";1323;1;29;18
"Second-hand imported vehicles";"Fossil";"1998M09";1234;1;23;18
"Second-hand imported vehicles";"Fossil";"1998M10";1093;0;35;15
"Second-hand imported vehicles";"Fossil";"1998M11";930;0;29;8
"Second-hand imported vehicles";"Fossil";"1998M12";673;11;23;18
"Second-hand imported vehicles";"Fossil";"1999M01";808;5;22;17
"Second-hand imported vehicles";"Fossil";"1999M02";784;5;21;10
"Second-hand imported vehicles";"Fossil";"1999M03";982;1;24;19
"Second-hand imported vehicles";"Fossil";"1999M04";976;1;24;16
"Second-hand imported vehicles";"Fossil";"1999M05";1123;2;21;15
"Second-hand imported vehicles";"Fossil";"1999M06";1261;3;29;17
"Second-hand imported vehicles";"Fossil";"1999M07";1722;0;39;17
"Second-hand imported vehicles";"Fossil";"1999M08";1448;1;27;17
"Second-hand imported vehicles";"Fossil";"1999M09";1563;3;40;14
"Second-hand imported vehicles";"Fossil";"1999M10";1547;1;38;23
"Second-hand imported vehicles";"Fossil";"1999M11";1381;3;41;19
"Second-hand imported vehicles";"Fossil";"1999M12";1003;2;30;11
"Second-hand imported vehicles";"Fossil";"2000M01";1217;0;44;13
"Second-hand imported vehicles";"Fossil";"2000M02";1266;0;43;10
"Second-hand imported vehicles";"Fossil";"2000M03";1588;1;55;23
"Second-hand imported vehicles";"Fossil";"2000M04";1289;0;43;10
"Second-hand imported vehicles";"Fossil";"2000M05";1815;0;49;16
"Second-hand imported vehicles";"Fossil";"2000M06";1539;1;52;22
"Second-hand imported vehicles";"Fossil";"2000M07";2100;0;58;13
"Second-hand imported vehicles";"Fossil";"2000M08";1727;5;59;9
"Second-hand imported vehicles";"Fossil";"2000M09";1689;5;56;13
"Second-hand imported vehicles";"Fossil";"2000M10";1782;1;57;8
"Second-hand imported vehicles";"Fossil";"2000M11";1668;0;67;19
"Second-hand imported vehicles";"Fossil";"2000M12";1267;9;55;18
"Second-hand imported vehicles";"Fossil";"2001M01";1407;0;68;10
"Second-hand imported vehicles";"Fossil";"2001M02";1341;1;73;9
"Second-hand imported vehicles";"Fossil";"2001M03";1726;1;119;19
"Second-hand imported vehicles";"Fossil";"2001M04";1505;2;74;18
"Second-hand imported vehicles";"Fossil";"2001M05";1689;0;56;11
"Second-hand imported vehicles";"Fossil";"2001M06";1517;1;51;11
"Second-hand imported vehicles";"Fossil";"2001M07";2121;1;57;15
"Second-hand imported vehicles";"Fossil";"2001M08";1919;1;46;26
"Second-hand imported vehicles";"Fossil";"2001M09";1572;1;49;18
"Second-hand imported vehicles";"Fossil";"2001M10";1688;0;27;13
"Second-hand imported vehicles";"Fossil";"2001M11";1519;6;48;21
"Second-hand imported vehicles";"Fossil";"2001M12";1057;2;28;14
"Second-hand imported vehicles";"Fossil";"2002M01";1345;1;35;12
"Second-hand imported vehicles";"Fossil";"2002M02";1361;3;43;20
"Second-hand imported vehicles";"Fossil";"2002M03";1543;2;61;17
"Second-hand imported vehicles";"Fossil";"2002M04";1805;3;50;23
"Second-hand imported vehicles";"Fossil";"2002M05";1947;6;83;23
"Second-hand imported vehicles";"Fossil";"2002M06";1755;1;61;25
"Second-hand imported vehicles";"Fossil";"2002M07";2636;3;93;18
"Second-hand imported vehicles";"Fossil";"2002M08";2031;3;64;24
"Second-hand imported vehicles";"Fossil";"2002M09";2012;3;81;24
"Second-hand imported vehicles";"Fossil";"2002M10";2203;4;71;26
"Second-hand imported vehicles";"Fossil";"2002M11";1843;2;75;23
"Second-hand imported vehicles";"Fossil";"2002M12";1389;2;54;21
"Second-hand imported vehicles";"Fossil";"2003M01";1515;5;78;19
"Second-hand imported vehicles";"Fossil";"2003M02";1564;6;81;29
"Second-hand imported vehicles";"Fossil";"2003M03";1763;5;90;25
"Second-hand imported vehicles";"Fossil";"2003M04";1765;5;117;28
"Second-hand imported vehicles";"Fossil";"2003M05";1845;3;92;38
"Second-hand imported vehicles";"Fossil";"2003M06";1582;2;92;30
"Second-hand imported vehicles";"Fossil";"2003M07";2153;2;109;18
"Second-hand imported vehicles";"Fossil";"2003M08";1504;2;60;22
"Second-hand imported vehicles";"Fossil";"2003M09";1621;2;73;24
"Second-hand imported vehicles";"Fossil";"2003M10";1740;0;65;25
"Second-hand imported vehicles";"Fossil";"2003M11";1386;2;57;17
"Second-hand imported vehicles";"Fossil";"2003M12";1244;1;49;18
"Second-hand imported vehicles";"Fossil";"2004M01";1164;1;66;12
"Second-hand imported vehicles";"Fossil";"2004M02";1228;2;59;9
"Second-hand imported vehicles";"Fossil";"2004M03";1436;9;70;15
"Second-hand imported vehicles";"Fossil";"2004M04";1472;4;88;21
"Second-hand imported vehicles";"Fossil";"2004M05";1533;6;85;33
"Second-hand imported vehicles";"Fossil";"2004M06";1798;23;103;30
